index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
24,2_1_8_2#6_3_0_0#3_2_1_4#8_4_0_0#5_5_7_0#7_7_8_6#7_8_5_0#6_4_6_0#4_1_3_0#3_1_5_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,88.6,Insane
25,8_5_3_1#5_4_0_0#1_2_6_7#2_4_0_0#8_3_1_0#7_6_6_8#4_3_2_0#6_8_7_0#3_5_4_0#2_1_7_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,88.6,Insane
26,6_6_8_7#5_7_0_0#4_3_5_3#1_6_0_0#1_2_4_0#3_8_6_3#5_5_4_0#8_4_1_0#7_2_8_0#2_2_7_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,22,86.0849,Insane
27,3_7_4_6#6_6_0_0#8_3_8_2#1_6_0_0#5_8_3_0#7_7_8_4#1_2_5_0#7_2_1_0#5_4_1_0#4_5_2_3,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,88.6,Insane
28,1_1_5_2#8_2_0_0#7_3_8_4#2_1_0_0#5_6_3_0#7_4_8_1#3_7_8_0#3_5_5_0#4_6_2_0#6_4_6_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,23,88.1211,Insane
29,1_3_5_3#6_4_0_0#2_6_1_2#1_2_0_0#5_7_8_0#3_5_5_8#7_8_8_0#4_3_4_0#1_6_4_0#2_7_6_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,88.6,Insane
30,6_7_5_0#7_1_0_0#8_4_7_7#3_1_2_0#8_3_8_1#1_6_4_2#4_3_6_0#2_4_8_0#3_5_2_5#6_5_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,85.6,Insane
31,1_4_5_0#8_6_0_0#3_8_6_7#1_7_5_0#7_8_6_3#7_4_1_2#2_4_3_0#5_5_1_0#6_8_2_3#4_2_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,23,85.1211,Insane
32,6_4_8_0#3_1_0_0#2_5_5_7#3_7_2_0#1_8_7_1#5_7_2_6#2_8_4_0#1_4_6_0#3_4_5_3#8_6_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,88.6,Insane
33,1_7_1_0#2_4_0_0#8_5_1_2#2_4_7_0#6_8_6_7#3_8_2_3#1_4_5_0#7_5_3_0#6_6_4_8#3_5_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,85.6,Insane
34,8_5_1_0#5_4_0_0#1_2_4_3#5_2_3_0#8_6_8_1#7_2_6_7#4_3_2_0#6_8_7_0#3_5_4_6#1_7_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,88.6,Insane
35,6_6_1_0#5_7_0_0#4_5_5_3#1_6_2_0#1_3_7_8#3_8_6_3#5_4_4_0#8_4_1_0#7_7_2_8#2_2_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,20,79.0393,Very Hard
36,8_7_4_0#4_4_0_0#1_6_7_3#2_4_2_0#6_8_6_5#2_5_5_6#1_5_8_0#7_3_2_0#3_3_1_7#1_8_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,22,83.0849,Very Hard
37,1_5_4_0#8_8_0_0#3_2_3_6#8_5_5_0#6_4_7_1#4_7_5_8#6_2_6_0#2_2_3_0#1_4_7_1#3_7_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,88.6,Insane
38,1_5_7_0#6_4_0_0#2_6_1_2#1_2_8_0#4_8_2_7#3_5_5_8#7_8_6_0#4_3_4_0#1_5_3_3#7_6_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,88.6,Insane
39,8_3_6_0#4_8_0_0#1_6_2_7#5_4_4_0#7_6_1_6#2_4_5_7#2_5_3_0#1_5_2_0#7_8_1_8#3_3_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,23,88.1211,Insane
40,6_7_5_0#7_0_0_0#8_4_0_0#3_7_8_2#8_7_0_0#1_1_4_8#4_3_6_3#2_2_1_5#4_3_5_2#6_5_1_6,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,85.6,Insane
41,2_8_7_0#3_0_0_0#1_2_0_0#2_6_5_5#7_6_0_0#1_6_4_2#7_4_6_7#1_4_3_8#8_5_5_1#8_3_4_3,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,88.6,Insane
42,4_8_3_0#1_0_0_0#1_7_0_0#8_4_2_4#5_7_0_0#6_2_1_3#8_6_7_2#3_8_3_6#7_4_2_5#5_6_1_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,88.6,Insane
43,3_6_2_0#3_0_0_0#4_2_0_0#5_3_8_5#6_4_0_0#7_4_6_8#4_7_1_7#7_1_8_5#8_6_2_2#3_1_5_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,27,88.6,Insane
44,6_2_3_0#5_0_0_0#7_8_0_0#5_4_4_8#3_3_0_0#1_2_6_2#7_4_6_2#7_1_8_4#1_5_8_1#3_6_5_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,85.6,Insane
45,1_7_6_0#2_0_0_0#7_5_0_0#5_3_4_4#3_8_0_0#3_7_5_8#6_6_7_8#1_4_8_2#3_6_5_2#4_1_2_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,23,88.1211,Insane
46,4_2_6_0#2_0_0_0#2_7_0_0#4_6_1_8#6_5_0_0#8_1_7_7#3_4_7_5#8_8_3_5#4_3_2_6#1_3_1_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,88.6,Insane
47,6_7_6_0#2_0_0_0#2_8_0_0#1_7_4_3#5_8_0_0#1_8_8_7#5_3_2_6#4_1_1_7#6_3_2_4#4_3_5_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,28,85.6,Insane
48,8_3_8_0#2_0_0_0#7_7_0_0#1_4_3_2#3_7_0_0#4_5_7_3#6_6_5_4#6_1_2_1#2_5_5_8#8_6_4_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,88.6,Insane
49,6_6_8_0#2_0_0_0#3_3_0_0#2_1_8_5#4_7_0_0#6_5_2_3#8_2_1_5#8_7_1_7#7_4_1_6#5_3_4_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,23,85.1211,Insane
