index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
19,8_6_1_2#0#5_5_1_3#7_4_0_0#2_1_1_8#4_6_3_6#2_2_7_0#6_4_5_0#3_7_4_0#5_8_7_0#8_3_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#2_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,11,32,22,87.236,Insane
index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
20,4_6_4_6#0#2_2_7_6#2_8_0_0#5_4_1_5#8_2_3_3#6_7_3_0#1_5_7_0#7_4_1_0#3_5_1_0#8_8_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#2_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,11,32,22,87.236,Insane
21,4_6_7_4#0#3_2_8_5#1_1_0_0#2_5_3_4#5_5_8_2#2_7_6_0#8_8_3_0#6_6_3_0#1_7_7_0#4_1_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#2_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,11,32,21,85.2086,Insane
22,6_5_2_7#0#8_1_3_8#4_4_0_0#3_6_8_3#4_2_1_5#7_7_2_0#5_4_7_0#8_1_6_0#1_3_2_0#5_6_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#2_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,11,32,23,89.2722,Insane
23,3_4_5_2#0#4_4_6_6#6_3_0_0#7_1_7_4#1_5_8_1#1_6_7_0#8_7_8_0#5_5_3_0#2_8_3_0#2_2_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#2_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,11,32,20,83.1904,Very Hard
24,8_6_1_2#0#5_5_1_3#7_4_0_0#2_1_1_8#4_6_3_6#2_2_7_0#6_4_5_0#3_7_4_0#5_8_7_0#8_3_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#2_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,11,32,22,87.236,Insane
25,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
26,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
27,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
28,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
29,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
30,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
31,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
32,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
33,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
34,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
35,9_1_1_2#1_1_2_2#2_3_3_4#3_3_4_4#4_5_5_6#5_5_6_6#6_7_7_8#7_7_8_8#8_9_9_9#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,14,71.3481,Very Hard
