index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
21,8_8_0_0#4_9_6_6#1_4_3_8#7_0_0_0#2_5_6_9#2_5_4_4#6_2_3_8#5_2_7_0#9_1_5_3#9_1_7_1#7_3_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#3_0#0_0#1_3#0_0#0_0#1_8#0_0#0_0,9,4,11,36,31,94.0156,Insane
22,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
23,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
24,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
25,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
26,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
27,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
28,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
29,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
30,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
31,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
32,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
33,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
34,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
35,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
36,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
37,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
38,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
39,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
40,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
41,1_0_0_0#1_1_2_0#1_2_2_3#3_3_4_4#3_4_4_5#5_5_6_6#2_5_6_6#7_7_8_8#9_7_7_8#8_9_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#3_0#1_1#1_1#0_0,9,4,11,36,18,86.7062,Insane
