index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
10,8_7_4_9#0#6_0_0_0#2_6_9_7#5_8_9_6#3_3_8_2#3_5_6_4#5_4_4_7#1_1_9_5#8_2_2_0#7_3_1_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,25,89.8,Insane
11,2_5_5_9#3_5_6_9#1_4_1_6#8_7_3_0#5_7_1_4#6_9_3_7#0#3_0_0_0#9_8_2_2#6_4_1_2#7_8_8_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
12,7_7_2_9#4_6_9_4#6_8_1_2#8_4_3_2#3_2_0_0#3_5_5_4#0#7_7_1_8#3_1_9_8#6_5_0_0#6_5_9_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
13,7_0_0_0#5_0_0_0#5_6_9_1#4_6_9_2#5_7_0_0#4_6_9_3#3_8_4_8#2_1_8_7#5_2_3_6#3_2_8_4#1_7_9_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,35,89.8,Insane
14,1_6_7_4#7_6_6_3#5_9_3_0#5_3_1_0#5_3_8_0#0#8_8_7_1#6_2_1_4#2_9_4_5#9_7_2_0#4_2_9_8,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
15,9_1_8_8#5_8_4_0#3_1_0_0#2_2_1_3#2_7_7_6#9_0_0_0#3_4_0_0#9_3_1_7#4_6_5_8#6_4_7_6#9_5_5_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
16,8_3_8_5#8_7_6_1#6_2_3_9#0#2_5_8_5#6_9_9_7#7_7_4_4#2_3_2_3#4_9_1_0#1_6_5_1#4_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
17,3_6_0_0#6_1_5_7#4_4_5_1#6_8_7_8#9_9_8_0#3_1_2_4#2_6_4_9#3_7_5_0#7_5_3_8#1_2_9_2#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
18,4_7_6_5#8_4_0_0#2_7_6_2#4_6_3_9#8_1_9_0#7_5_7_4#3_0_0_0#1_8_3_9#2_2_1_5#6_9_3_1#5_8_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
19,0#5_4_2_2#2_6_8_9#3_9_6_1#5_9_1_9#6_0_0_0#4_7_5_2#3_8_5_0#8_1_6_1#4_8_7_4#7_7_3_3,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
20,9_6_7_4#1_9_8_3#9_9_0_0#8_5_2_3#5_8_4_8#0#7_6_4_3#5_2_7_6#3_1_0_0#4_5_6_1#1_2_7_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
21,1_9_2_2#7_3_3_8#5_9_7_0#4_7_6_0#7_1_6_0#4_1_3_9#5_8_8_6#5_9_8_2#5_0_0_0#2_1_4_3#6_4_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,32,89.8,Insane
22,2_4_8_9#1_0_0_0#6_9_8_5#3_8_7_7#6_3_4_1#6_6_3_0#7_5_1_8#3_2_9_4#5_5_7_1#2_9_4_0#2_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
23,2_2_5_5#4_8_4_0#6_2_7_0#9_0_0_0#4_0_0_0#9_1_7_1#8_9_9_3#8_7_3_3#3_6_6_7#5_5_8_6#4_1_1_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,25,89.8,Insane
24,5_2_2_3#0#8_5_4_8#8_3_5_1#4_9_4_0#9_7_1_6#2_1_7_6#5_7_8_9#6_2_1_9#6_7_4_3#3_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
25,8_1_3_3#2_8_9_6#6_2_8_5#6_5_7_7#1_6_3_9#7_2_0_0#4_2_0_0#4_9_1_8#0#5_5_1_7#3_9_4_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,24,89.8,Insane
26,3_7_3_9#6_4_2_5#9_4_6_9#8_8_5_1#0#6_5_8_1#7_4_5_2#3_1_4_9#6_1_8_2#7_7_3_0#2_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
27,8_8_6_0#1_7_3_6#2_4_2_0#7_3_0_0#4_5_7_5#5_9_8_1#5_3_9_4#0#9_4_1_2#2_1_6_8#7_6_3_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
28,8_5_8_4#9_6_3_8#8_5_4_0#4_6_9_1#2_3_5_1#4_2_9_6#7_7_1_9#3_1_7_7#2_0_0_0#6_2_5_0#3_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
29,2_1_9_0#6_7_6_6#3_5_6_5#4_9_0_0#1_2_7_3#3_5_8_0#1_8_5_7#2_8_4_4#9_7_9_8#0#3_1_4_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,32,89.8,Insane
30,7_1_2_0#9_4_9_1#7_7_5_3#9_8_6_4#1_6_2_8#2_3_3_2#4_9_6_6#5_3_8_5#0#8_4_5_1#7_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
31,4_1_2_4#7_1_8_6#3_7_3_8#2_9_6_5#7_9_5_2#4_7_1_1#3_8_9_4#2_3_5_9#0#5_0_0_0#6_6_8_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
32,8_9_4_4#2_2_1_3#6_5_1_0#2_5_9_8#4_7_3_0#5_7_3_6#9_8_0_0#2_5_9_1#6_0_0_0#3_8_4_1#7_6_7_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
33,3_2_9_9#3_5_1_6#0#1_1_7_2#8_0_0_0#4_5_2_0#4_7_5_4#7_4_6_7#8_5_3_1#3_9_8_2#8_6_6_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
34,8_7_8_9#4_8_2_4#8_3_7_2#5_5_1_2#0#1_1_6_7#2_9_1_5#9_3_6_3#6_0_0_0#5_9_3_0#4_6_7_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
35,8_7_5_5#6_0_0_0#3_2_1_1#4_7_8_8#8_7_4_9#5_2_5_9#6_4_4_9#1_2_3_0#3_7_3_6#0#2_9_1_6,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
36,1_1_8_2#6_9_5_0#6_7_3_7#9_1_9_0#5_2_5_4#4_9_4_7#8_0_0_0#4_3_0_0#3_8_3_5#6_2_7_2#6_8_1_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
37,2_2_7_6#3_8_2_9#1_4_5_9#3_1_5_9#6_3_8_0#3_7_0_0#7_9_6_8#6_2_5_0#0#5_4_1_4#4_7_8_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
38,1_7_5_0#2_8_9_8#2_1_1_9#4_6_4_0#0#3_5_7_7#6_4_6_9#1_5_7_9#3_5_2_6#3_3_2_0#8_8_4_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
39,9_6_8_1#5_0_0_0#7_5_7_1#5_4_7_2#3_8_2_9#1_8_6_6#7_3_8_0#6_3_2_3#4_4_1_9#0#4_9_2_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
40,5_8_0_0#2_3_4_4#2_5_9_1#6_5_7_3#4_6_3_0#9_3_2_1#1_9_6_8#6_8_2_9#7_7_0_0#4_0_0_0#5_7_1_8,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
41,1_1_9_2#3_0_0_0#1_9_6_8#0#6_3_8_2#5_9_5_1#3_8_5_7#2_4_7_4#8_5_4_0#7_9_7_6#4_3_6_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
42,2_7_8_8#6_9_1_2#5_1_0_0#5_3_7_3#0#8_2_1_6#3_7_3_4#6_4_8_1#6_2_9_4#9_4_0_0#7_5_5_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
43,2_9_0_0#9_1_7_3#5_3_9_6#4_5_9_2#6_5_1_7#8_6_2_4#4_1_0_0#4_8_3_5#8_8_7_6#7_0_0_0#2_3_1_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
44,4_1_1_3#0#5_8_7_8#9_3_4_2#2_0_0_0#1_7_6_6#6_5_4_9#4_7_5_2#1_5_3_0#8_2_8_9#6_7_9_3,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
45,7_6_5_0#1_7_6_4#6_6_0_0#3_0_0_0#3_8_1_7#2_4_9_8#3_5_8_0#5_1_2_5#8_9_9_4#2_2_4_0#3_7_1_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
46,0#6_1_2_4#5_5_4_9#4_6_8_8#7_1_0_0#7_6_1_8#5_2_0_0#7_3_9_3#8_4_2_3#3_6_1_9#7_2_5_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,32,89.8,Insane
47,6_7_5_8#8_5_9_8#2_4_4_7#1_9_0_0#3_6_9_5#0#3_6_2_9#3_4_0_0#4_6_7_2#5_7_1_1#1_2_3_8,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
48,7_2_9_4#0#4_8_8_5#5_2_9_5#3_9_8_7#3_6_1_6#2_6_7_0#2_0_0_0#3_8_1_4#1_1_4_6#9_5_3_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
49,5_0_0_0#8_5_1_0#5_3_1_3#7_2_5_4#0#1_6_8_8#2_2_6_9#4_4_6_2#3_3_9_7#4_7_7_8#6_9_9_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,24,89.8,Insane
