index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
10,5_6_7_7#2_6_4_1#4_7_1_1#3_3_4_4#1_5_2_3#2_5_6_7#2_3_6_5#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
11,4_1_1_1#2_1_5_3#6_4_2_7#6_6_5_5#4_6_7_3#2_7_5_2#3_7_3_4#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
12,2_6_4_1#6_4_5_2#5_3_1_7#1_7_1_3#4_2_7_5#3_7_6_5#2_4_3_6#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,90.4,Insane
13,7_5_4_1#2_3_3_4#3_3_7_1#6_1_6_2#1_5_5_6#4_4_6_5#7_2_2_7#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,18,79.832,Very Hard
14,6_2_1_1#1_2_2_5#6_3_1_3#7_2_7_7#4_6_4_7#4_5_5_6#3_3_4_5#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,81.8306,Very Hard
15,6_5_1_7#4_2_7_3#1_3_7_5#7_4_6_2#1_5_2_6#3_5_4_2#4_1_3_6#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,93.4,Insane
16,3_3_1_5#6_4_1_6#6_5_2_6#7_7_2_7#7_3_2_4#4_5_1_4#1_2_5_3#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
17,2_6_7_2#5_2_1_1#1_3_5_7#6_7_3_6#5_7_4_4#4_5_1_3#4_3_6_2#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,90.4,Insane
18,4_6_5_3#5_2_1_3#2_5_7_1#7_4_7_2#5_7_1_3#4_6_4_1#3_6_6_2#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,92.9211,Insane
19,6_2_4_6#7_4_3_1#2_4_6_6#5_5_7_3#1_7_7_3#5_2_3_5#4_1_2_1#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
20,3_5_6_7#2_5_4_4#4_5_6_3#0#1_3_2_1#0#6_7_6_5#1_7_3_1#7_2_2_4,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,89.9211,Insane
21,2_1_5_4#2_5_1_3#3_6_4_4#0#7_6_3_6#0#6_1_7_3#2_7_4_5#2_7_5_1,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,92.9211,Insane
22,2_3_2_2#5_1_4_7#1_4_3_5#0#7_2_6_7#0#5_6_4_6#1_6_1_3#4_5_7_3,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,92.9211,Insane
23,5_7_6_6#6_2_6_3#2_7_4_3#0#3_4_7_4#0#1_5_2_5#3_1_5_7#2_1_4_1,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,89.9211,Insane
24,6_5_6_2#2_3_5_5#4_7_4_7#0#4_3_4_6#0#2_6_1_2#3_1_1_7#1_7_3_5,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
25,2_6_7_6#1_5_6_4#3_3_6_2#0#1_4_2_5#0#7_5_5_4#7_4_2_7#3_3_1_1,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
26,3_6_7_1#4_5_3_2#3_6_5_4#0#1_4_7_3#0#6_5_6_1#2_4_5_7#7_2_1_2,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,26,90.4,Insane
27,2_6_5_1#3_6_3_7#7_6_2_6#0#5_2_4_7#0#7_4_5_1#2_5_1_4#3_1_3_4,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,90.4,Insane
28,2_5_2_7#5_7_5_3#6_4_7_6#0#4_5_1_6#0#3_3_4_4#1_6_1_2#3_1_7_2,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
29,5_2_5_7#3_4_3_7#5_4_6_3#0#2_2_4_1#0#6_5_6_7#7_1_1_4#3_1_6_2,1_0_1_0#0_1_0_0#1_0_1_0#0_0_0_0#1_1_1_0#0_0_0_0#1_0_1_0#0_1_0_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,90.8849,Insane
30,3_6_1_7#2_5_4_1#4_5_7_3#3_0_0_0#1_2_0_0#4_0_0_0#6_7_6_5#5_6_3_1#7_2_2_4,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
31,7_1_5_4#4_5_2_3#6_2_2_4#6_0_0_0#5_3_0_0#2_0_0_0#3_1_7_3#7_4_1_6#7_6_5_1,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
32,5_5_2_1#6_2_3_4#5_7_4_3#4_0_0_0#3_7_0_0#6_0_0_0#1_2_3_6#2_7_1_6#5_7_4_1,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,89.9211,Insane
33,5_4_4_1#2_4_5_6#6_1_5_2#6_0_0_0#2_5_0_0#2_0_0_0#7_7_3_3#3_4_1_7#1_6_7_3,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
34,2_5_7_6#4_5_6_4#1_3_6_2#4_0_0_0#1_4_0_0#5_0_0_0#7_6_3_2#7_2_5_7#3_3_1_1,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
35,4_2_1_3#4_5_6_1#3_1_6_2#3_0_0_0#4_5_0_0#6_0_0_0#5_2_2_7#4_7_5_7#3_1_6_7,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,28,90.4,Insane
36,6_2_1_7#4_6_4_7#1_6_7_5#3_0_0_0#4_5_0_0#1_0_0_0#5_1_4_2#5_7_2_3#2_3_3_6,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
37,2_6_1_7#5_7_5_1#1_2_7_6#1_0_0_0#4_2_0_0#5_0_0_0#3_3_4_5#7_3_2_6#3_4_6_4,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
38,6_1_2_7#7_6_2_1#4_6_4_7#5_0_0_0#5_1_0_0#5_0_0_0#2_3_3_5#6_1_4_3#2_7_4_3,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,90.4,Insane
39,3_5_5_7#1_4_6_4#2_2_6_1#5_0_0_0#3_6_0_0#4_0_0_0#7_2_1_2#3_3_7_5#7_1_6_4,1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#1_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,81.8306,Very Hard
40,6_1_3_7#2_3_1_0#4_0_0_0#5_2_4_4#1_3_0_0#4_5_6_7#5_1_5_0#6_7_3_6#7_2_2_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
41,7_5_1_1#3_5_6_0#5_0_0_0#1_6_2_2#7_2_0_0#3_7_4_6#4_3_3_0#7_6_1_4#4_2_5_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,90.4,Insane
42,5_7_6_7#1_2_6_0#5_0_0_0#3_4_5_2#6_2_0_0#3_7_1_4#3_1_5_0#7_1_4_4#3_2_6_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,90.4,Insane
43,1_3_5_6#4_6_1_0#2_0_0_0#1_7_6_1#4_5_0_0#7_7_6_3#5_2_7_0#5_4_3_3#2_2_4_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
44,7_5_2_7#3_3_1_0#1_0_0_0#1_2_7_5#4_6_0_0#3_1_2_5#3_6_5_0#4_2_4_7#4_6_6_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,89.9211,Insane
45,5_2_3_7#6_4_1_0#7_0_0_0#2_4_2_6#5_6_0_0#7_3_2_1#4_7_1_0#3_3_1_6#4_5_5_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
46,4_4_7_5#1_4_7_0#5_0_0_0#2_2_4_5#6_3_0_0#1_1_6_7#3_2_2_0#6_5_6_3#1_3_7_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
47,7_4_6_3#3_3_2_0#1_0_0_0#1_6_6_2#1_3_0_0#5_7_4_4#5_6_5_0#7_2_2_1#4_7_5_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,81.8306,Very Hard
48,2_5_5_1#6_7_3_0#6_0_0_0#1_4_2_7#2_2_0_0#1_6_4_5#7_3_6_0#7_4_5_3#3_4_1_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
49,3_7_4_2#4_3_5_0#6_0_0_0#2_1_5_4#5_7_0_0#7_6_1_6#1_4_5_0#3_1_7_3#2_6_2_0,0_1_1_0#1_1_0_0#0_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
50,3_7_7_3#2_5_5_0#4_5_0_0#3_2_4_1#1_2_0_0#4_6_7_6#6_6_0_0#1_3_1_5#7_2_4_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
51,6_6_3_5#1_4_1_0#2_2_0_0#4_6_6_5#7_2_0_0#1_1_7_7#4_7_0_0#5_4_5_3#3_2_3_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,81.8306,Very Hard
52,5_5_6_7#1_7_6_0#5_7_0_0#6_4_5_2#2_2_0_0#3_7_1_4#3_2_0_0#3_1_4_4#3_1_6_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
53,1_3_5_6#4_6_1_0#7_6_0_0#7_1_2_3#4_5_0_0#7_7_3_1#5_2_0_0#5_4_3_6#2_2_4_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
54,7_5_2_7#3_3_1_0#1_7_0_0#1_5_2_5#4_6_0_0#3_1_2_5#3_6_0_0#4_2_4_7#4_6_6_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,89.9211,Insane
55,5_2_7_1#6_1_3_0#7_6_0_0#2_4_2_1#5_4_0_0#7_3_2_1#4_7_0_0#3_6_3_6#4_5_5_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
56,4_2_7_2#4_6_7_0#5_6_0_0#3_2_4_5#7_1_0_0#1_1_6_7#3_2_0_0#6_4_3_5#1_3_5_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
57,5_6_3_5#3_3_2_0#1_7_0_0#1_6_1_7#1_3_0_0#5_4_4_6#7_4_0_0#7_2_6_2#4_5_2_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,88.8575,Insane
58,4_2_5_2#7_4_3_0#2_6_0_0#5_4_6_1#3_7_0_0#1_2_3_3#4_7_0_0#1_1_5_5#7_6_6_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,81.8306,Very Hard
59,3_4_4_6#4_5_5_0#6_7_0_0#2_1_4_2#5_7_0_0#7_6_1_6#1_3_0_0#3_1_7_3#2_2_5_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,18,79.832,Very Hard
60,3_7_7_3#2_5_1_5#4_5_0_0#3_2_4_4#1_2_0_0#4_6_7_6#6_6_0_0#1_3_1_5#7_2_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,81.8306,Very Hard
61,6_6_3_5#1_4_1_3#2_2_0_0#4_6_6_5#7_2_0_0#1_1_7_7#4_7_0_0#5_4_5_3#3_2_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,83.8393,Very Hard
62,5_5_6_7#1_7_6_6#5_7_0_0#6_4_5_2#2_2_0_0#3_7_1_4#3_2_0_0#3_1_4_4#3_1_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
63,1_3_5_6#4_6_1_3#7_6_0_0#7_1_2_1#4_5_0_0#7_7_3_2#5_2_0_0#5_4_3_6#2_4_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,87.8849,Insane
64,6_5_6_5#2_4_7_4#2_4_0_0#3_2_7_3#1_6_0_0#4_5_3_5#6_7_0_0#2_7_1_1#1_3_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,89.9211,Insane
65,7_6_1_1#6_4_3_5#1_1_0_0#6_3_3_4#6_5_0_0#7_5_7_3#2_5_0_0#4_4_2_2#2_7_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,18,79.832,Very Hard
66,3_5_6_7#6_4_1_5#1_2_0_0#3_3_2_4#6_7_0_0#5_1_4_3#7_5_0_0#2_2_4_7#6_1_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
67,5_6_6_1#1_5_5_4#7_2_0_0#7_7_3_3#2_4_0_0#2_4_7_6#3_1_0_0#1_4_5_6#3_2_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,81.8306,Very Hard
68,7_2_3_3#6_2_5_6#1_4_0_0#3_6_1_4#3_7_0_0#7_5_4_1#1_4_0_0#5_2_5_7#2_6_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
69,5_2_3_1#7_4_6_1#6_4_0_0#4_6_5_2#1_1_0_0#7_6_5_3#3_2_0_0#7_5_4_2#7_3_0_0,0_1_1_0#1_1_0_0#1_0_0_0#0_1_1_0#1_0_0_0#0_1_1_0#1_0_0_0#1_1_0_0#1_1_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,85.8575,Insane
