index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
10,3_9_4_4#6_6_2_1#5_7_1_5#8_9_7_7#0#4_0_0_0#2_8_1_5#5_1_3_6#4_8_7_3#8_9_2_0#2_6_3_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#1_3#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,91.3495,Insane
11,2_4_0_0#9_4_8_3#2_1_2_1#5_5_0_0#4_0_0_0#4_2_7_6#8_3_5_5#7_6_7_0#8_9_9_3#8_6_7_9#1_1_6_3,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_2#0_0#0_0,9,4,11,36,27,92.3495,Insane
12,8_1_5_3#1_1_2_2#3_8_1_3#7_7_9_0#4_4_5_8#0#8_9_5_2#9_6_2_6#5_7_4_0#6_3_0_0#4_6_9_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#0_0#0_0,9,4,11,36,27,91.0517,Insane
13,9_3_7_0#9_4_7_2#8_1_7_1#2_6_5_0#8_9_6_6#1_2_4_4#8_3_9_3#8_1_6_5#4_7_5_0#3_0_0_0#2_5_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#1_4#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,92.0517,Insane
14,9_7_5_8#8_1_6_8#5_7_1_9#2_6_9_1#0#3_2_3_6#7_3_4_5#1_4_4_8#3_0_0_0#6_9_2_4#2_7_5_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#1_9#0_0#0_0#0_0#0_0#0_0,9,4,11,36,33,91.3495,Insane
15,5_7_1_9#7_5_4_0#8_3_3_0#9_1_8_4#9_5_5_0#6_4_7_8#2_3_2_4#2_6_1_6#3_9_7_0#1_0_0_0#6_2_8_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#0_0#0_0,9,4,11,36,31,92.0517,Insane
16,6_0_0_0#1_6_9_3#8_3_7_2#6_9_4_7#5_8_7_3#9_4_2_9#5_8_2_0#5_5_0_0#7_1_0_0#4_3_1_4#8_6_1_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#0_0#0_0#0_0,9,4,11,36,30,91.7481,Insane
17,8_5_0_0#2_7_7_1#1_3_9_6#4_6_6_2#1_7_9_8#3_4_2_2#0#6_5_4_7#5_3_8_0#9_8_4_0#1_5_3_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_8,9,4,11,36,28,91.3495,Insane
18,2_2_1_9#1_6_7_0#0#7_6_9_0#8_8_4_2#9_3_4_5#2_7_8_5#3_5_3_1#6_6_1_8#4_7_0_0#5_9_3_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_2#0_0#0_0#0_0,9,4,11,36,27,91.3495,Insane
19,4_1_1_7#0#9_3_5_6#4_6_7_2#8_6_2_8#1_0_0_0#3_2_8_0#8_5_5_7#3_9_4_7#4_5_2_9#6_1_3_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#1_7#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,90.4387,Insane
