index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
10,5_6_7_7#2_6_4_1#4_7_1_1#3_3_4_4#1_5_2_3#2_5_6_7#2_3_6_5#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
11,4_1_1_1#2_1_5_3#6_4_2_7#6_6_5_5#4_6_7_3#2_7_5_2#3_7_3_4#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
12,2_6_4_1#6_4_5_2#5_3_1_7#1_7_1_3#4_2_7_5#3_7_6_5#2_4_3_6#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,84.4,Very Hard
13,7_5_4_1#2_3_3_4#3_3_7_1#6_1_6_2#1_5_5_6#4_4_6_5#7_2_2_7#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,18,73.832,Very Hard
14,6_2_1_1#1_2_2_5#6_3_1_3#7_2_7_7#4_6_4_7#4_5_5_6#3_3_4_5#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,75.8306,Very Hard
15,6_5_1_7#4_2_7_3#1_3_7_5#7_4_6_2#1_5_2_6#3_5_4_2#4_1_3_6#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,84.4,Very Hard
16,3_3_1_5#6_4_1_6#6_5_2_6#7_7_2_7#7_3_2_4#4_5_1_4#1_2_5_3#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
17,2_6_7_2#5_2_1_1#1_3_5_7#6_7_3_6#5_7_4_4#4_5_1_3#4_3_6_2#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,84.4,Very Hard
18,4_6_5_3#5_2_1_3#2_5_7_1#7_4_7_2#5_7_1_3#4_6_4_1#3_6_6_2#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,86.9211,Insane
19,6_2_4_6#7_4_3_1#2_4_6_6#5_5_7_3#1_7_7_3#5_2_3_5#4_1_2_1#0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
20,6_6_1_7#1_3_2_4#4_2_7_3#0#0#3_4_4_1#5_7_6_5#5_6_3_1#2_7_5_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
21,7_1_5_4#4_5_2_3#6_2_2_4#0#0#6_3_1_6#2_1_7_3#7_4_5_7#3_6_5_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
22,2_3_2_7#5_3_4_7#1_4_2_1#0#0#5_3_6_4#5_6_7_6#1_6_1_3#4_5_7_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,84.4,Very Hard
23,3_4_6_1#6_2_3_4#5_7_4_3#0#0#5_7_5_2#1_2_3_6#2_7_1_6#5_7_4_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,27,87.4,Insane
24,2_4_4_5#2_3_5_6#6_1_3_3#0#0#6_5_7_2#7_7_2_3#4_4_1_7#1_6_5_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
25,7_2_2_6#2_7_5_4#4_5_6_2#0#0#3_4_7_6#7_5_1_5#1_4_6_3#3_3_1_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
26,4_2_1_3#4_5_6_1#3_1_5_2#0#0#6_4_6_2#5_4_2_7#7_3_5_7#3_1_6_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,25,87.4,Insane
27,6_2_4_1#4_4_5_7#2_6_7_5#0#0#5_1_3_5#6_1_4_2#2_1_7_3#3_3_6_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
28,2_4_2_6#5_1_6_3#5_4_7_7#0#0#7_7_2_6#4_3_3_1#6_5_1_1#3_4_5_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
29,5_1_2_2#7_1_6_3#7_5_1_3#0#0#6_4_2_2#4_3_5_6#7_7_6_1#5_3_4_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
30,3_6_3_7#2_5_1_5#4_5_1_6#3_2_0_0#1_2_0_0#4_6_0_0#6_1_5_0#7_7_3_0#7_2_4_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
31,7_5_6_2#3_5_4_5#5_6_6_1#1_6_0_0#7_2_0_0#3_7_0_0#4_3_3_0#7_4_1_0#4_2_2_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
32,5_5_4_6#1_1_7_7#6_2_3_7#2_6_0_0#1_5_0_0#3_7_0_0#3_4_5_0#6_2_3_0#2_4_4_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,75.8306,Very Hard
33,3_5_6_7#1_4_6_4#4_1_7_5#5_7_0_0#3_2_0_0#2_2_0_0#3_7_4_0#5_6_1_0#1_2_6_3,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
34,1_2_4_3#1_6_7_2#3_5_4_3#2_3_0_0#6_4_0_0#7_6_0_0#7_1_4_0#7_1_5_0#2_5_5_6,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
35,4_2_5_2#6_3_3_4#7_7_4_5#5_7_0_0#6_3_0_0#7_1_0_0#1_4_6_0#2_5_2_0#1_6_3_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
36,6_7_1_2#6_4_3_1#5_6_2_4#3_7_0_0#3_4_0_0#5_1_0_0#7_3_6_0#2_2_4_0#5_7_1_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
37,7_5_1_1#6_5_3_4#6_1_6_5#2_7_0_0#2_3_0_0#2_1_0_0#6_2_3_0#4_4_5_0#3_4_7_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
38,6_3_7_2#3_1_7_2#4_6_4_7#1_1_0_0#6_7_0_0#2_5_0_0#5_4_5_0#1_4_3_0#2_6_3_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
39,3_3_2_2#3_7_5_6#4_5_3_5#7_6_0_0#6_2_0_0#4_4_0_0#1_7_1_0#6_5_4_0#2_1_1_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
40,3_1_0_0#2_5_0_0#4_5_0_0#3_2_1_5#1_2_4_3#4_6_7_0#6_3_6_5#6_7_7_1#7_2_4_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
41,7_5_0_0#4_5_0_0#4_2_0_0#6_1_5_7#4_7_6_3#2_7_1_0#3_3_4_1#6_2_5_2#6_3_1_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
42,1_6_0_0#3_7_0_0#3_1_0_0#5_2_4_2#2_7_7_6#3_6_5_0#1_7_4_5#2_5_3_6#4_1_4_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
43,5_3_0_0#6_4_0_0#2_6_0_0#2_7_2_5#1_7_7_1#5_4_6_0#3_6_3_3#1_5_1_7#4_4_2_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,75.8306,Very Hard
44,1_2_0_0#1_6_0_0#3_5_0_0#2_3_4_4#6_4_2_3#7_6_5_0#7_1_4_7#7_1_5_3#2_5_6_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,84.4,Very Hard
45,3_7_0_0#1_6_0_0#5_6_0_0#4_3_1_1#4_2_2_5#7_5_6_0#3_4_5_4#3_2_7_1#2_6_7_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
46,4_3_0_0#6_6_0_0#6_1_0_0#7_1_2_4#4_3_2_5#5_1_4_0#7_5_7_3#2_2_3_1#5_6_7_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
47,5_4_0_0#1_5_0_0#7_2_0_0#7_2_6_1#6_1_4_4#2_1_3_0#3_5_6_6#3_7_4_5#3_2_7_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
48,6_3_0_0#2_1_0_0#4_7_0_0#6_1_5_2#6_7_1_2#5_5_3_0#4_1_7_3#4_7_2_4#3_5_6_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
49,5_1_0_0#7_1_0_0#6_2_0_0#4_3_1_2#4_5_1_3#6_3_2_0#3_2_7_5#7_6_5_6#7_4_4_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,24,84.4,Very Hard
50,3_7_0_0#2_5_5_6#4_5_3_0#3_2_4_1#1_2_4_0#4_7_6_0#6_1_6_5#1_7_3_0#7_2_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
51,4_5_0_0#7_2_6_5#4_2_4_0#6_1_1_7#5_3_3_0#2_7_5_0#3_3_4_1#6_2_1_0#7_6_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
52,1_6_0_0#3_7_2_6#3_1_6_0#5_3_2_4#2_7_7_0#3_5_6_0#1_5_4_5#2_4_1_0#4_7_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
53,5_3_0_0#6_4_7_1#2_6_2_0#2_7_2_5#1_7_7_0#5_4_6_0#3_6_3_3#1_5_1_0#4_4_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
54,7_4_0_0#3_2_7_5#6_1_3_0#7_7_1_6#4_6_2_0#2_2_5_0#1_4_5_6#5_4_3_0#1_3_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,75.8306,Very Hard
55,1_7_0_0#6_5_3_2#1_6_7_0#6_5_4_7#5_6_1_0#2_2_1_0#2_7_4_3#3_4_4_0#5_3_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
56,5_2_0_0#1_5_5_4#7_2_4_0#7_6_1_3#7_3_1_0#2_6_7_0#3_1_6_6#4_4_5_0#3_2_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,19,75.8306,Very Hard
57,6_3_0_0#2_1_2_3#4_7_6_0#6_1_5_2#6_7_1_0#2_7_4_0#4_1_7_3#4_5_5_0#3_5_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
58,5_1_0_0#7_1_4_2#6_2_1_0#4_5_1_3#4_6_3_0#6_3_2_0#3_2_7_5#7_6_5_0#7_4_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,86.9211,Insane
59,7_1_0_0#2_7_2_1#1_4_4_0#6_3_3_4#5_6_3_0#5_2_3_0#4_2_7_6#7_6_5_0#1_5_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
60,3_7_7_0#2_5_0_0#4_5_0_0#3_2_1_5#1_2_4_0#4_6_7_6#6_1_6_5#1_3_3_0#7_2_4_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
61,7_1_7_0#4_5_0_0#4_2_0_0#6_3_5_1#4_7_6_0#2_7_1_2#3_3_4_1#6_2_5_0#6_3_5_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
62,1_6_7_0#3_7_0_0#3_1_0_0#5_5_6_2#2_7_6_0#3_2_5_5#1_7_6_4#2_3_4_0#4_1_4_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,82.8575,Very Hard
63,7_4_6_0#7_4_0_0#5_3_0_0#3_3_4_5#2_1_5_0#6_6_7_5#1_6_7_3#2_4_2_0#1_1_2_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
64,1_2_4_0#1_6_0_0#3_5_0_0#2_3_4_2#6_4_3_0#7_5_6_6#7_1_4_7#7_1_5_0#2_3_5_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
65,2_6_4_0#1_6_0_0#4_7_0_0#2_5_3_1#6_3_3_0#7_5_1_4#7_3_2_6#2_4_1_0#5_5_7_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,20,77.8393,Very Hard
66,4_2_7_0#4_6_0_0#5_6_0_0#3_7_4_5#7_1_1_0#2_1_6_7#3_2_3_5#6_4_2_0#1_3_5_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,21,79.8575,Very Hard
67,7_4_6_0#3_3_0_0#1_7_0_0#1_6_1_2#1_3_2_0#5_7_4_4#5_6_3_5#7_2_6_0#4_5_2_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,22,81.8849,Very Hard
68,7_5_7_0#4_6_0_0#1_2_0_0#3_1_4_2#1_7_3_0#6_4_5_3#6_5_2_2#3_7_6_0#4_5_1_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,7,4,9,28,23,83.9211,Very Hard
