index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
10,2_6_4_0#5_0_0_0#6_2_6_7#9_4_1_9##4_7_3_9#2_8_3_8#3_1_6_3#7_9_5_8#7_5_5_8#1_2_1_4#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0,3_0#2_0#3_0#3_0#2_0#3_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,12,36,28,100,Insane
11,7_6_9_0#4_0_0_0#9_8_3_2#8_2_5_1##7_1_3_6#2_4_8_3#5_1_7_4#6_8_4_5#3_7_6_9#1_5_2_9#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0,3_0#2_0#3_0#3_0#2_0#3_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,12,36,29,100,Insane
12,7_6_8_0#4_0_0_0#6_5_4_2#1_4_5_6##8_8_9_5#9_5_1_3#8_7_2_1#4_9_9_1#3_2_2_7#7_3_3_6#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0,3_0#2_0#3_0#3_0#2_0#3_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,12,36,27,100,Insane
13,4_5_3_0#6_0_0_0#8_9_2_3#2_9_1_2##1_1_3_4#7_3_6_6#7_5_7_9#2_8_1_5#8_6_4_9#7_8_5_4#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0,3_0#2_0#3_0#3_0#2_0#3_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,12,36,31,100,Insane
14,4_10_8_6#10_9_1_2#4_9_4_3#2_3_2_7#6_6_9_5#10_6_3_10#7_8_7_1#5_1_9_7#1_8_3_2#4_5_8_5##,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,10,4,12,40,35,91,Insane
15,3_3_4_1#6_8_8_2#10_7_6_9#10_8_3_9#7_6_9_1#8_5_4_5#1_10_1_6#2_5_4_4#7_7_2_2#5_9_3_10##,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,10,4,12,40,28,91,Insane
16,2_1_6_4#6_7_1_3#1_1_10_2#4_5_2_9#7_4_5_6#9_5_9_3#7_4_8_3#5_8_10_3#9_2_10_8#10_6_7_8##,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,10,4,12,40,32,91,Insane
17,3_7_4_4#3_1_8_2#4_1_8_6#5_7_5_6#1_6_10_5#7_4_7_5#6_8_10_2#9_2_1_3#8_10_3_9#9_2_9_10##,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,10,4,12,40,33,91,Insane
18,4_8_3_6#2_10_10_1#3_4_2_8#10_2_3_5#9_9_6_5#6_4_6_5#1_5_8_7#2_4_8_7#7_1_9_3#1_7_10_9##,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,10,4,12,40,34,91,Insane
19,6_8_1_1#5_4_7_6#2_0_0_0#2_5_9_0#5_2_4_7#8_9_1_6#4_6_3_1#4_3_5_8#3_3_7_8#9_2_7_9#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
20,4_7_3_6#5_4_8_4#7_0_0_0#8_6_5_0#2_3_7_3#3_6_1_9#4_9_1_9#2_8_9_5#6_2_1_7#2_5_8_1#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,89.8,Insane
21,2_1_5_2#2_8_3_9#7_0_0_0#3_5_4_0#7_9_1_6#1_8_7_9#8_6_8_9#5_6_2_5#3_4_1_6#3_7_4_4#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,32,89.8,Insane
22,6_6_2_1#4_8_5_4#4_0_0_0#2_3_8_0#4_9_3_2#5_7_7_3#8_7_6_3#6_8_1_7#1_1_5_5#9_9_2_9#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
23,1_7_1_4#5_4_4_7#9_0_0_0#7_6_9_0#3_3_6_8#6_2_1_7#2_5_2_6#9_3_1_9#8_3_2_5#5_8_4_8#,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
24,5_3_5_4#6_0_0_0#6_5_1_3#3_4_3_1#4_2_5_6#4_2_6_1#1_2_2_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
25,2_4_3_6#2_0_0_0#3_5_6_5#1_6_2_1#4_5_4_6#3_5_4_1#1_2_3_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,23,89.9211,Insane
26,6_4_5_5#4_0_0_0#4_1_1_6#3_2_3_1#2_6_6_3#5_5_2_2#3_1_4_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,15,73.9014,Very Hard
27,4_6_3_4#2_0_0_0#5_1_6_4#4_1_6_2#3_6_5_5#3_2_3_1#1_2_5_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,21,85.8575,Insane
28,1_5_5_4#4_0_0_0#2_3_2_4#6_6_1_3#3_1_4_6#1_3_6_2#2_5_5_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
29,3_5_1_1#2_0_0_0#2_4_5_3#3_4_2_3#6_5_1_6#1_5_6_4#2_4_6_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,24,90.4,Insane
30,4_1_1_4#5_0_0_0#3_4_3_6#5_6_2_4#6_5_3_5#2_6_2_2#1_1_3_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
31,3_3_5_5#6_0_0_0#1_5_2_3#4_1_5_4#2_3_6_6#2_1_6_1#4_4_2_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,16,75.8669,Very Hard
32,3_6_4_3#5_0_0_0#5_6_2_6#1_4_5_4#6_1_4_1#2_1_3_3#2_5_2_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
33,1_5_3_5#5_0_0_0#2_6_4_6#5_3_3_1#4_2_6_6#4_4_1_2#2_3_1_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
34,5_3_1_2#6_4_4_0#6_5_2_3#3_4_3_1#5_2_5_6#4_2_6_1#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
35,2_4_3_6#2_2_3_0#3_5_6_5#1_6_2_1#4_5_4_6#3_5_4_1#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
36,6_4_5_2#4_2_6_0#4_1_5_1#3_2_3_1#2_6_4_3#5_5_1_6#3_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
37,4_6_3_4#2_1_2_0#5_2_6_4#4_1_6_3#5_6_5_5#3_2_3_1#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
38,1_5_5_4#4_6_5_0#2_3_2_4#6_6_5_3#3_1_4_1#1_3_6_2#2_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
39,3_2_6_1#2_5_5_0#2_4_4_1#3_4_6_6#3_1_4_5#1_5_6_3#2_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
40,4_6_3_4#5_2_4_0#3_2_4_1#5_2_1_1#6_5_3_5#2_6_6_1#3_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
41,5_4_5_5#2_5_6_0#1_3_2_3#4_1_4_3#2_3_6_6#2_1_6_1#4_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
42,3_6_4_3#2_4_1_0#5_6_4_5#1_4_5_6#5_3_1_3#2_2_1_6#2_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,21,85.8575,Insane
43,5_1_2_5#3_4_3_0#4_3_2_1#5_4_6_4#2_2_5_6#1_3_6_6#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
44,8_2_8_5#3_8_3_7#4_5_4_5#2_7_3_2#5_6_2_7#1_8_3_1#6_1_7_1#4_6_6_4##,1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#0_0_0_0,1_3#0_0#1_6#0_0#1_8#0_0#0_0#0_0#0_0#0_0,8,4,10,32,30,100,Insane
45,8_6_4_1#3_3_2_6#5_5_7_7#2_3_4_5#7_2_7_6#4_8_8_8#6_1_5_3#1_1_4_2##,1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#0_0_0_0,1_3#0_0#1_6#0_0#1_8#0_0#0_0#0_0#0_0#0_0,8,4,10,32,23,100,Insane
46,8_1_7_7#3_8_1_6#7_4_4_5#5_5_4_6#4_6_5_7#1_8_3_1#3_2_6_2#2_2_8_3##,1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#0_0_0_0,1_3#0_0#1_6#0_0#1_8#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,100,Insane
47,8_6_2_8#3_7_5_2#5_1_7_4#8_2_3_5#6_5_1_1#7_4_2_3#7_8_4_6#1_4_6_3##,1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#0_0_0_0,1_3#0_0#1_6#0_0#1_8#0_0#0_0#0_0#0_0#0_0,8,4,10,32,30,100,Insane
48,8_1_8_4#3_3_3_4#4_2_1_5#6_6_5_3#5_2_5_6#2_6_7_8#4_7_8_1#1_7_7_2##,1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#1_0_1_0#0_0_0_0#0_0_0_0,1_3#0_0#1_6#0_0#1_8#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,100,Insane
49,5_3_5_4#6_0_0_0#6_5_1_3#3_4_3_1#4_2_5_6#4_2_6_1#1_2_2_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
50,2_4_3_6#2_0_0_0#3_5_6_5#1_6_2_1#4_5_4_6#3_5_4_1#1_2_3_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,23,89.9211,Insane
51,6_4_5_5#4_0_0_0#4_1_1_6#3_2_3_1#2_6_6_3#5_5_2_2#3_1_4_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,15,73.9014,Very Hard
52,4_6_3_4#2_0_0_0#5_1_6_4#4_1_6_2#3_6_5_5#3_2_3_1#1_2_5_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,21,85.8575,Insane
53,1_5_5_4#4_0_0_0#2_3_2_4#6_6_1_3#3_1_4_6#1_3_6_2#2_5_5_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
54,3_5_1_1#2_0_0_0#2_4_5_3#3_4_2_3#6_5_1_6#1_5_6_4#2_4_6_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,24,90.4,Insane
55,4_1_1_4#5_0_0_0#3_4_3_6#5_6_2_4#6_5_3_5#2_6_2_2#1_1_3_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
56,3_3_5_5#6_0_0_0#1_5_2_3#4_1_5_4#2_3_6_6#2_1_6_1#4_4_2_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,16,75.8669,Very Hard
57,3_6_4_3#5_0_0_0#5_6_2_6#1_4_5_4#6_1_4_1#2_1_3_3#2_5_2_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
58,1_5_3_5#5_0_0_0#2_6_4_6#5_3_3_1#4_2_6_6#4_4_1_2#2_3_1_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
59,5_3_1_2#6_4_4_0#6_5_2_3#3_4_3_1#5_2_5_6#4_2_6_1#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
60,2_4_3_6#2_2_3_0#3_5_6_5#1_6_2_1#4_5_4_6#3_5_4_1#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
61,6_4_5_2#4_2_6_0#4_1_5_1#3_2_3_1#2_6_4_3#5_5_1_6#3_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
62,4_6_3_4#2_1_2_0#5_2_6_4#4_1_6_3#5_6_5_5#3_2_3_1#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,19,81.8306,Very Hard
63,1_5_5_4#4_6_5_0#2_3_2_4#6_6_5_3#3_1_4_1#1_3_6_2#2_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
64,3_2_6_1#2_5_5_0#2_4_4_1#3_4_6_6#3_1_4_5#1_5_6_3#2_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
65,4_6_3_4#5_2_4_0#3_2_4_1#5_2_1_1#6_5_3_5#2_6_6_1#3_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
66,5_4_5_5#2_5_6_0#1_3_2_3#4_1_4_3#2_3_6_6#2_1_6_1#4_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,18,79.832,Very Hard
67,3_6_4_3#2_4_1_0#5_6_4_5#1_4_5_6#5_3_1_3#2_2_1_6#2_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,21,85.8575,Insane
68,5_1_2_5#3_4_3_0#4_3_2_1#5_4_6_4#2_2_5_6#1_3_6_6#1_0_0_0#,1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0#1_1_1_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,6,4,8,24,17,77.8439,Very Hard
