index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
10,9_4_0_0#3_4_9_1#2_0_0_0#4_6_9_7#5_7_7_5#8_2_2_0#3_8_5_0#1_8_8_6#4_7_9_0#1_1_2_3#6_3_6_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_5#1_9,9,4,11,36,27,91.5378,Insane
11,3_9_2_1#8_5_6_7#0#7_4_6_2#9_4_2_0#6_2_1_1#6_5_7_8#8_3_9_0#9_3_0_0#5_5_7_4#3_1_4_8,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#1_3#0_0#0_0#0_0#0_0#0_0#1_2#0_0#0_0#0_0,9,4,11,36,33,93.2822,Insane
12,9_4_0_0#3_4_9_1#2_0_0_0#4_6_9_7#5_7_7_5#8_2_2_0#3_8_5_0#1_8_8_6#4_7_9_0#1_1_2_3#6_3_6_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_5#1_9,9,4,11,36,27,91.5378,Insane
13,3_9_2_1#8_5_6_7#0#7_4_6_2#9_4_2_0#6_2_1_1#6_5_7_8#8_3_9_0#9_3_0_0#5_5_7_4#3_1_4_8,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#1_3#0_0#0_0#0_0#0_0#0_0#1_2#0_0#0_0#0_0,9,4,11,36,33,93.2822,Insane
14,4_7_6_5#6_1_3_7#1_4_0_0#6_9_3_0#5_5_8_0#1_2_4_0#2_5_7_9#9_7_4_0#1_3_8_3#6_8_0_0#8_9_2_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#1_5#0_0#0_0#0_0#0_0#1_4#0_0#0_0#0_0#0_0,9,4,11,36,29,91.5378,Insane
15,8_8_6_6#4_2_1_5#7_9_0_0#3_5_5_6#1_8_1_0#6_4_3_9#5_2_7_1#7_3_2_4#8_9_7_4#2_3_0_0#9_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#1_8#0_0#0_0#0_0#0_0#0_0#0_0#1_7,9,4,11,36,27,90.7561,Insane
16,7_5_1_0#2_9_2_2#6_6_9_8#1_5_8_7#4_9_9_7#7_3_2_3#6_6_8_8#4_4_1_3#4_5_5_3#0#1_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_7#0_0#0_0#0_0,9,4,11,36,32,93.5378,Insane
17,9_4_0_0#3_4_9_1#2_0_0_0#4_6_9_7#5_7_7_5#8_2_2_0#3_8_5_0#1_8_8_6#4_7_9_0#1_1_2_3#6_3_6_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_5#1_9,9,4,11,36,27,91.5378,Insane
18,3_9_2_1#8_5_6_7#0#7_4_6_2#9_4_2_0#6_2_1_1#6_5_7_8#8_3_9_0#9_3_0_0#5_5_7_4#3_1_4_8,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#1_3#0_0#0_0#0_0#0_0#0_0#1_2#0_0#0_0#0_0,9,4,11,36,33,93.2822,Insane
19,4_7_6_5#6_1_3_7#1_4_0_0#6_9_3_0#5_5_8_0#1_2_4_0#2_5_7_9#9_7_4_0#1_3_8_3#6_8_0_0#8_9_2_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#1_5#0_0#0_0#0_0#0_0#1_4#0_0#0_0#0_0#0_0,9,4,11,36,29,91.5378,Insane
20,8_8_6_6#4_2_1_5#7_9_0_0#3_5_5_6#1_8_1_0#6_4_3_9#5_2_7_1#7_3_2_4#8_9_7_4#2_3_0_0#9_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#1_8#0_0#0_0#0_0#0_0#0_0#0_0#1_7,9,4,11,36,27,90.7561,Insane
21,7_5_1_0#2_9_2_2#6_6_9_8#1_5_8_7#4_9_9_7#7_3_2_3#6_6_8_8#4_4_1_3#4_5_5_3#0#1_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_7#0_0#0_0#0_0,9,4,11,36,32,93.5378,Insane
22,6_3_9_0#4_8_2_2#1_9_0_0#1_6_4_1#3_4_6_0#6_8_7_2#7_9_8_9#7_0_0_0#5_4_1_3#7_5_2_0#5_3_5_8,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#1_7#0_0#0_0#0_0#1_6#0_0#0_0,9,4,11,36,40,94.2822,Insane
23,9_2_8_1#3_6_2_5#5_8_6_5#0#7_3_3_1#7_1_8_9#2_0_0_0#7_4_4_2#7_5_9_6#3_9_6_0#1_4_8_4,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#1_2#0_0#0_0#1_9#0_0#0_0#0_0,9,4,11,36,31,93.5378,Insane
24,5_9_8_0#3_7_1_7#6_4_4_4#8_7_5_4#8_5_3_6#2_9_2_9#7_3_1_0#2_6_0_0#0#6_3_9_2#1_1_8_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,1_4#0_0#0_0#0_0#0_0#1_4#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,93.2822,Insane
25,1_9_9_1#8_8_0_0#7_2_4_3#3_0_0_0#7_9_0_0#4_5_6_0#8_4_7_2#2_1_1_3#9_5_6_5#7_6_5_6#4_3_8_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_2#1_1,9,4,11,36,28,94.5378,Insane
26,2_9_4_0#1_6_3_4#5_6_6_2#5_1_1_8#9_0_0_0#7_7_0_0#3_3_7_8#8_5_2_6#1_4_3_2#5_7_0_0#4_8_9_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#1_9#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_2,9,4,11,36,27,91.5378,Insane
27,8_3_1_3#0#6_6_5_6#2_5_3_1#3_7_5_0#9_7_2_2#5_8_4_8#4_4_9_1#2_9_6_8#4_7_9_7#1_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,1_6#0_0#0_0#1_8#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,93.5378,Insane
28,2_7_3_0#1_2_1_0#7_8_9_9#5_3_2_7#5_8_2_8#4_6_3_0#1_9_4_0#8_5_4_4#1_9_6_6#7_0_0_0#5_6_3_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_2#0_0#0_0#1_8,9,4,11,36,30,91.2822,Insane
29,4_4_8_0#8_3_0_0#7_5_1_7#4_1_5_3#1_6_7_8#6_2_9_5#6_5_9_2#9_0_0_0#3_2_2_3#7_8_4_1#6_9_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#1_3#0_0#0_0#1_4#0_0#0_0,9,4,11,36,31,94.5378,Insane
30,7_6_2_5#3_1_0_0#8_8_0_0#5_8_7_0#4_4_1_5#9_4_2_7#4_1_6_6#3_0_0_0#2_3_9_8#7_1_9_3#6_9_2_5,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#1_7#0_0#0_0#0_0#0_0#0_0#1_7,9,4,11,36,31,94.5378,Insane
31,7_6_2_0#4_5_9_7#8_1_4_6#5_9_9_6#2_3_8_7#0#3_3_9_0#4_2_5_0#4_1_6_3#5_8_2_0#1_8_7_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#1_1#0_0#0_0#0_0#0_0#1_7#0_0#0_0,9,4,11,36,31,90.5378,Insane
32,3_5_2_3#7_9_0_0#9_8_5_1#3_0_0_0#5_4_4_0#2_3_7_4#1_5_9_8#7_8_4_6#8_1_0_0#6_7_6_1#2_6_9_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#1_6#0_0#0_0#1_3#0_0,9,4,11,36,33,91.5378,Insane
33,6_1_0_0#4_6_8_2#9_3_1_2#9_4_1_8#3_8_0_0#2_7_5_1#5_7_4_9#5_6_3_6#7_7_5_9#8_3_2_4#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#1_3#0_0#0_0#0_0#1_6#0_0,9,4,11,36,31,90.5378,Insane
34,7_7_1_6#5_7_2_5#3_1_5_1#3_6_2_0#8_8_2_7#4_9_9_4#8_5_3_2#0#6_4_8_4#3_1_6_9#9_0_0_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#1_7#0_0#1_7#0_0#0_0,9,4,11,36,29,93.5378,Insane
35,7_7_1_1#9_0_0_0#0#3_5_2_0#4_1_2_3#8_6_8_1#8_6_6_4#7_3_7_5#3_4_6_8#2_2_9_5#9_5_4_9,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#1_9#0_0#0_0#0_0#0_0#1_7,9,4,11,36,31,93.5378,Insane
36,5_6_4_1#2_5_8_4#7_6_8_6#9_4_6_2#9_3_9_8#9_1_7_7#3_7_2_0#1_5_3_4#2_8_3_0#5_1_0_0#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#1_3#1_5#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,90.5378,Insane
37,6_4_6_0#1_6_9_8#8_2_7_1#3_4_5_6#9_0_0_0#4_7_7_1#0#3_3_5_1#2_9_4_7#8_5_8_9#5_3_2_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,1_9#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#0_0#0_0,9,4,11,36,29,90.2822,Insane
38,4_7_1_3#6_5_1_0#9_2_9_8#9_3_0_0#5_6_6_5#4_8_9_7#6_8_4_3#2_4_7_2#7_5_8_1#0#3_1_2_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#1_7#0_0#0_0#0_0#1_4#0_0#0_0,9,4,11,36,29,93.5378,Insane
39,4_9_3_0#7_6_1_8#8_3_0_0#0#5_5_2_0#3_6_9_2#3_6_7_5#9_9_4_7#7_2_8_8#1_4_5_1#6_4_2_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,1_1#0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_4#0_0#0_0,9,4,11,36,28,90.2822,Insane
40,4_6_7_3#3_9_7_4#2_9_4_5#1_5_6_9#4_7_0_0#8_5_1_2#8_3_1_6#3_6_0_0#2_7_9_8#0#5_8_2_1,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#1_2#0_0#1_4#0_0#0_0,9,4,11,36,32,93.5378,Insane
41,2_7_8_6#4_5_9_9#5_7_1_9#4_6_8_0#3_3_1_0#3_2_1_4#3_9_8_6#1_2_7_0#4_8_2_0#6_5_7_5#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,1_4#0_0#0_0#0_0#1_9#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,29,90.2822,Insane
42,3_9_6_5#1_0_0_0#5_7_1_4#9_9_7_4#2_3_9_5#3_3_2_4#5_1_1_4#8_6_6_0#0#7_6_7_8#8_2_8_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,1_1#0_0#0_0#0_0#0_0#0_0#0_0#1_4#0_0#0_0#1_3,9,4,11,36,29,95.1968,Insane
43,3_6_4_5#2_2_8_9#8_2_3_1#7_1_5_6#5_8_4_5#9_7_4_0#9_7_4_6#0#6_0_0_0#1_8_3_3#7_9_1_2,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#1_7#1_6#0_0#0_0#0_0#0_0#1_3,9,4,11,36,32,95.1968,Insane
44,5_1_6_3#1_6_4_6#9_2_7_9#4_3_1_0#3_9_2_9#0#2_3_7_0#5_5_4_8#7_4_8_8#1_5_8_0#2_6_7_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#1_3#0_0#1_5#0_0#0_0#0_0#0_0#1_6#0_0,9,4,11,36,31,95.1968,Insane
45,1_6_1_4#7_0_0_0#0#3_6_6_0#2_1_3_4#4_9_8_2#4_3_5_2#8_5_7_2#8_3_9_7#5_5_9_6#8_9_1_7,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#1_5#1_6#0_0#0_0#1_1#0_0,9,4,11,36,35,92.4162,Insane
46,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
47,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
48,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
49,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
50,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
51,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
52,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
53,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
54,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
55,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
56,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
57,1_0_0_0#1_1_2_0#1_2_2_3#2_3_3_4#3_4_4_5#4_5_5_6#5_6_6_7#9_6_7_7#7_8_8_9#8_8_9_9#0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#1_1#1_1#1_1#0_0,9,4,11,36,22,92.9011,Insane
